Target_gene	Vulnerability_gene	Length_of_shortest_path	Number_of_shortest_paths	TVIS_score	DGIdb_interaction_score
PRKDC	CYTH4	2	3	4.155099882107437e-06	8.12
PRKDC	PRKAR1A	2	1	2.6052657631605e-06	8.12
PRKDC	ERBIN	2	1	3.361367135241245e-06	8.12
PRKDC	RAPGEF3	2	2	1.550132846384935e-06	8.12
PRKDC	PDSS2	3	3	3.536920549191597e-07	8.12
PRKDC	SLC19A1	3	1	5.3843847672739676e-08	8.12
PRKDC	CSNK1G1	2	4	3.952971363759631e-05	8.12
PRKDC	GXYLT2	3	12	1.6836556529258194e-06	8.12
PRKDC	IMP3	3	60	4.248525927830436e-07	8.12
PRKDC	SPTAN1	2	5	2.6958543697499994e-05	8.12
PRKDC	MRPS16	3	28	7.271490738540369e-08	8.12
PRKDC	PLCG1	2	21	1.1599810636606818e-05	8.12
PRKDC	RFXANK	3	878	1.1405136297655012e-05	8.12
PRKDC	ATP1B1	2	10	1.1096411783673227e-05	8.12
PRKDC	CRK	2	17	1.1943148078942609e-05	8.12
PRKDC	GNE	3	32	6.025329829802663e-07	8.12
PRKDC	P2RY13	3	683	8.595698791264664e-07	8.12
PRKDC	VPS36	2	3	6.2833217729429554e-06	8.12
PRKDC	SIKE1	3	1512	9.250562530299143e-06	8.12
PRKDC	PRKAR2A	2	1	2.6052657631605e-06	8.12
PRKDC	SOD2	2	26	8.079257071873241e-05	8.12
PRKDC	P4HA2	3	44	4.638602315525878e-07	8.12
PRKDC	MTHFD2L	4	1428	2.188300149280546e-07	8.12
PRKDC	DERL1	2	3	1.2398742241998359e-05	8.12
PRKDC	HSD17B10	3	7	9.391762997870303e-08	8.12
PRKDC	BCL2L11	2	39	5.8908049446386214e-05	8.12
PRKDC	TAAR5	3	683	8.595698791264664e-07	8.12
PRKDC	MAML1	2	4	3.598759576486402e-05	8.12
PRKDC	UTP4	3	60	4.248525927830436e-07	8.12
PRKDC	CD3D	2	7	3.100431704083799e-05	8.12
PRKDC	SESN2	2	25	8.953103267520555e-05	8.12
PRKDC	S100A9	2	2	1.6735944337754293e-05	8.12
PRKDC	MRPL24	3	28	7.271490738540369e-08	8.12
PRKDC	LDHC	2	5	9.947416178700666e-06	8.12
PRKDC	OR5B17	3	1212	9.157559897045505e-07	8.12
PRKDC	MECOM	2	9	1.950193762815711e-05	8.12
PRKDC	EFNA2	2	29	2.3561003353425394e-05	8.12
PRKDC	ST8SIA5	4	612	1.0290362467314785e-07	8.12
PRKDC	ACTG2	3	2919	8.347364723148506e-06	8.12
PRKDC	OXCT2	3	7	7.322391489864982e-08	8.12
PRKDC	ATP1B2	2	10	1.1096411783673227e-05	8.12
PRKDC	OR51B6	3	1212	9.157559897045505e-07	8.12
PRKDC	CSNK2A2	2	15	2.1030203342760656e-05	8.12
PRKDC	GNAI2	2	39	3.670983493644768e-05	8.12
PRKDC	FYN	2	13	8.032175375144745e-06	8.12
PRKDC	PRKAG2	2	35	4.2657776166425526e-05	8.12
PRKDC	RPL35	3	28	7.271490738540369e-08	8.12
PRKDC	AP3S1	3	89	7.67390745164879e-07	8.12
PRKDC	MGAM	3	1232	5.904357836382778e-06	8.12
PRKDC	VPS4B	2	3	3.933071644132231e-06	8.12
PRKDC	PSTPIP1	2	1	3.361367135241245e-06	8.12
PRKDC	E2F5	1	1	0.003194888178913738	8.12
PRKDC	DEFB4A	2	3	9.157998499757859e-06	8.12
PRKDC	SDHD	3	123	5.204210486684003e-07	8.12
PRKDC	ADORA3	2	1	7.729074304228732e-07	8.12
PRKDC	ACSS3	3	44	1.4448173896589588e-06	8.12
PRKDC	NRAS	2	61	3.574998928718285e-05	8.12
PRKDC	UBE2L6	2	19	0.00018079491285784524	8.12
PRKDC	USP7	2	25	0.00016386024570082486	8.12
PRKDC	PLB1	3	127	2.9368362886227753e-07	8.12
PRKDC	ATP2B2	2	2	1.6573908028069572e-06	8.12
PRKDC	ALOX12	3	5135	8.898139430728489e-06	8.12
PRKDC	CP	2	1	5.588715266134621e-06	8.12
PRKDC	CHRM5	3	9110	5.531726248065704e-06	8.12
PRKDC	GALNT8	3	12	1.424631706321847e-06	8.12
PRKDC	NUP88	3	202	7.219685907510985e-07	8.12
PRKDC	EIF1AX	3	202	7.219685907510985e-07	8.12
PRKDC	SF3A1	3	116	5.984462880709621e-07	8.12
PRKDC	APOA1	3	273	1.6690732307278375e-06	8.12
PRKDC	AGAP9	2	3	6.2833217729429554e-06	8.12
PRKDC	SRR	3	8	2.406894579602961e-07	8.12
PRKDC	LTB	2	5	8.53992185128075e-06	8.12
PRKDC	NDST1	0	0	0	8.12
PRKDC	IL19	2	10	1.3848659008325405e-05	8.12
PRKDC	PSENEN	2	4	9.102744811112666e-05	8.12
PRKDC	OTUD5	3	1512	9.250562530299143e-06	8.12
PRKDC	DNAJC6	2	3	6.2833217729429554e-06	8.12
PRKDC	DCK	3	622	2.2314943738884206e-06	8.12
PRKDC	MARS2	4	1486	4.9573248828134355e-08	8.12
PRKDC	LYPLA1	3	115	4.7506577580499767e-07	8.12
PRKDC	ADH5	3	423	1.6338060879595967e-06	8.12
PRKDC	NDUFS2	3	2619	4.044616559694588e-06	8.12
PRKDC	ACTN1	2	10	1.1143407324486115e-05	8.12
PRKDC	SPCS3	3	21	1.2921684689893983e-06	8.12
PRKDC	GNPTG	3	89	7.67390745164879e-07	8.12
PRKDC	PYDC1	2	1	3.361367135241245e-06	8.12
PRKDC	RPL29	3	28	7.271490738540369e-08	8.12
PRKDC	ACTN4	2	10	1.1143407324486115e-05	8.12
PRKDC	ITGB5	2	21	2.0346574930544536e-05	8.12
PRKDC	MYL5	2	5	5.210268913829657e-06	8.12
PRKDC	PYY	3	683	8.595698791264664e-07	8.12
PRKDC	ERCC3	2	4	8.994228071796206e-05	8.12
PRKDC	EPHB2	2	2	6.883342520474489e-06	8.12
PRKDC	PPP1R3D	2	1	2.6052657631605e-06	8.12
PRKDC	RAD9B	2	43	0.0003111996344823499	8.12
PRKDC	TEAD3	2	17	6.229969821829088e-05	8.12
PRKDC	EXOSC1	3	50	7.018458454397713e-07	8.12
PRKDC	GSTA4	3	60	6.635943204927861e-07	8.12
PRKDC	ARAP1	2	3	6.2833217729429554e-06	8.12
PRKDC	GTF2H2C	2	4	8.994228071796206e-05	8.12
PRKDC	OR56B4	3	1212	9.157559897045505e-07	8.12
PRKDC	KCNJ3	2	3	2.4969427728297805e-06	8.12
PRKDC	CYSLTR2	3	3973	3.984042948383e-06	8.12
PRKDC	SNUPN	3	202	7.219685907510985e-07	8.12
PRKDC	NPY	2	2	1.832488556108967e-06	8.12
PRKDC	B3GALT5	4	1271	1.2567615955184878e-07	8.12
PRKDC	ST6GALNAC6	4	612	1.0290362467314785e-07	8.12
PRKDC	DYNLL1	3	600	5.0216188808407795e-06	8.12
PRKDC	OR6Q1	3	1212	9.157559897045505e-07	8.12
PRKDC	GAPDH	2	5	2.0093780680975346e-05	8.12
PRKDC	ATP2A2	2	9	1.1078677158260132e-05	8.12
PRKDC	NGEF	2	2	6.883342520474489e-06	8.12
PRKDC	PI4KB	3	1730	6.258875042095242e-06	8.12
PRKDC	VEGFA	2	32	2.6149727392970634e-05	8.12
PRKDC	UBE2D1	2	19	8.462740601856583e-05	8.12
PRKDC	MCM4	1	1	0.006622516556291391	8.12
PRKDC	COL12A1	3	472	3.2157854391728506e-06	8.12
PRKDC	KDR	2	29	2.600601313538464e-05	8.12
PRKDC	AMHR2	2	17	4.358644155976894e-05	8.12
PRKDC	TGFB2	1	1	0.0009794319294809011	8.12
PRKDC	PSMB5	3	28	1.0639409682017525e-06	8.12
PRKDC	ARG2	3	44	3.5740050627822337e-07	8.12
PRKDC	ATP6AP1	3	1070	2.1282123395264346e-06	8.12
PRKDC	CACNA2D4	2	11	1.3156377012369304e-05	8.12
PRKDC	HAAO	3	36	9.6578469732907e-07	8.12
PRKDC	OR11H6	3	1212	9.157559897045505e-07	8.12
PRKDC	AP1M2	3	89	7.67390745164879e-07	8.12
PRKDC	DCTD	3	46	1.3829853143693172e-06	8.12
PRKDC	FANCF	2	1	2.8447883477469277e-05	8.12
PRKDC	SLC38A2	3	3270	6.017070773394137e-06	8.12
PRKDC	ASIC3	3	3714	1.5085270552591626e-05	8.12
PRKDC	OR2B3	3	1212	9.157559897045505e-07	8.12
PRKDC	SYVN1	2	19	8.462740601856583e-05	8.12
PRKDC	NR1D1	2	3	7.262120456027609e-05	8.12
PRKDC	RLN3	3	683	8.595698791264664e-07	8.12
PRKDC	MFNG	2	4	4.938723248582403e-05	8.12
PRKDC	ANAPC5	1	1	0.002352941176470588	8.12
PRKDC	B4GALNT1	4	612	1.0290362467314785e-07	8.12
PRKDC	ZFHX3	2	5	1.8127135351923274e-05	8.12
PRKDC	OR10A4	3	1212	9.157559897045505e-07	8.12
PRKDC	RAP1GAP	3	6315	1.1792947070758592e-05	8.12
PRKDC	ABCA3	3	10	1.814100768325171e-07	8.12
PRKDC	ACAT1	3	235	1.0686190409997685e-06	8.12
PRKDC	LIPG	3	2	4.4073678339969986e-08	8.12
PRKDC	EFNA5	2	29	2.3561003353425394e-05	8.12
PRKDC	HAMP	2	17	0.00016581798419477317	8.12
PRKDC	ATM	1	1	0.0018083182640144665	8.12
PRKDC	MRPS12	3	28	7.271490738540369e-08	8.12
PRKDC	HSD17B2	3	1146	4.744623084522942e-06	8.12
PRKDC	OR5M10	3	1212	9.157559897045505e-07	8.12
PRKDC	CD4	2	9	1.3597454517816234e-05	8.12
PRKDC	OR4M2	3	1212	9.157559897045505e-07	8.12
PRKDC	MMP2	3	6201	9.244525234326114e-06	8.12
PRKDC	DDB2	2	44	0.00021805544981315361	8.12
PRKDC	OR5B12	3	1212	9.157559897045505e-07	8.12
PRKDC	CD8B2	2	3	1.5978362197517694e-05	8.12
PRKDC	PSMA7	3	28	1.0639409682017525e-06	8.12
PRKDC	DGKK	3	4600	5.5695335377545986e-06	8.12
PRKDC	PYDC2	2	1	3.361367135241245e-06	8.12
PRKDC	MED13L	2	9	5.738186630688581e-05	8.12
PRKDC	GNAT2	3	643	8.967888494758041e-06	8.12
PRKDC	MAN2C1	4	1367	3.3703040068341574e-07	8.12
PRKDC	MTMR4	3	1730	6.258875042095242e-06	8.12
PRKDC	UBE2D2	2	19	8.462740601856583e-05	8.12
PRKDC	RPS13	3	28	7.271490738540369e-08	8.12
PRKDC	SRGAP1	2	2	6.883342520474489e-06	8.12
PRKDC	OR51E1	3	1212	9.157559897045505e-07	8.12
PRKDC	SELE	3	3718	7.281088621298147e-06	8.12
PRKDC	INHBE	2	18	3.4064967014016325e-05	8.12
PRKDC	DPM3	3	39	1.3255572491636333e-06	8.12
PRKDC	UCK2	3	46	6.914926571846586e-07	8.12
PRKDC	CSF2RA	2	11	2.275364321762267e-05	8.12
PRKDC	SDSL	3	36	4.986466538400596e-07	8.12
PRKDC	CTNS	3	89	7.67390745164879e-07	8.12
PRKDC	MAGED1	2	4	1.934050834710378e-05	8.12
PRKDC	SLC36A4	3	472	3.2157854391728506e-06	8.12
PRKDC	SPDYC	2	47	0.0004374524071538693	8.12
PRKDC	DIAPH2	3	4144	8.15352279451132e-06	8.12
PRKDC	BMP4	2	31	4.1114646207414184e-05	8.12
PRKDC	OPRM1	3	4807	4.077926216585852e-06	8.12
PRKDC	NUMBL	2	4	9.102744811112666e-05	8.12
PRKDC	DLG1	2	19	3.0563317541415754e-05	8.12
PRKDC	NOS2	2	9	1.0114573624706822e-05	8.12
PRKDC	OR4E2	3	1212	9.157559897045505e-07	8.12
PRKDC	OR2L8	3	1212	9.157559897045505e-07	8.12
PRKDC	GNG12	2	32	1.8501963481744922e-05	8.12
PRKDC	AXIN1	2	23	3.827213233977015e-05	8.12
PRKDC	FLNC	2	13	1.7078074245143075e-05	8.12
PRKDC	GMDS	3	116	2.1964390080471563e-06	8.12
PRKDC	PIK3AP1	2	21	3.4460401591226065e-05	8.12
PRKDC	F13A1	3	153	1.9458038435476154e-06	8.12
PRKDC	RNU1-1	3	318	7.220189563318326e-07	8.12
PRKDC	RPRM	2	23	0.00032219606438192597	8.12
PRKDC	SQLE	4	2467	1.9898880606571405e-07	8.12
PRKDC	YES1	2	4	3.1633878196586246e-05	8.12
PRKDC	MTHFD2	4	1428	2.188300149280546e-07	8.12
PRKDC	CSF3	2	28	3.0015179938037445e-05	8.12
PRKDC	OR52B6	3	1212	9.157559897045505e-07	8.12
PRKDC	PDIA6	2	3	1.2398742241998359e-05	8.12
PRKDC	SLC51B	3	881	5.054356306451358e-06	8.12
PRKDC	MTMR6	3	1730	6.258875042095242e-06	8.12
PRKDC	PSD4	2	3	6.2833217729429554e-06	8.12
PRKDC	SLC27A2	3	325	1.995281881518756e-06	8.12
PRKDC	ALG11	3	39	1.1361919278545422e-06	8.12
PRKDC	OR2G6	3	1212	9.157559897045505e-07	8.12
PRKDC	RFX5	3	878	1.1405136297655012e-05	8.12
PRKDC	MAP3K1	2	34	4.7034292067564406e-05	8.12
PRKDC	PPCS	4	2036	2.1630628319243003e-07	8.12
PRKDC	E2F4	1	1	0.003194888178913738	8.12
PRKDC	HCRTR1	3	683	8.595698791264664e-07	8.12
PRKDC	GSTA1	3	60	6.635943204927861e-07	8.12
PRKDC	EPN3	2	3	6.2833217729429554e-06	8.12
PRKDC	SKP2	1	1	0.002188183807439825	8.12
PRKDC	SIRT7	3	61	2.195243584844022e-06	8.12
PRKDC	RBX1	1	1	0.0012345679012345679	8.12
PRKDC	CYB5R2	3	32	6.025329829802663e-07	8.12
PRKDC	GPD2	3	115	4.7506577580499767e-07	8.12
PRKDC	TRPM2	2	3	4.784756648824544e-06	8.12
PRKDC	PRSS3	3	2291	2.050017957336523e-06	8.12
PRKDC	LCLAT1	3	115	3.5910483840377754e-07	8.12
PRKDC	ERCC5	2	4	0.00015589995324446758	8.12
PRKDC	ALOX5AP	3	2635	1.3877114338112298e-05	8.12
PRKDC	NF2	2	19	3.9426679628426336e-05	8.12
PRKDC	PI4K2A	3	1730	6.258875042095242e-06	8.12
PRKDC	RAD51C	2	4	9.309612632465949e-05	8.12
PRKDC	FARSB	4	14	1.532115832729632e-09	8.12
PRKDC	CELA3B	3	1608	4.2745289097416706e-06	8.12
PRKDC	TAF15	2	2	0.00011745360582569885	8.12
PRKDC	B3GNT4	4	568	1.0228503233580644e-07	8.12
PRKDC	NOTCH1	2	9	2.8690933153442905e-05	8.12
PRKDC	GATA4	2	49	0.0001080136041267621	8.12
PRKDC	RBM22	3	116	5.984462880709621e-07	8.12
PRKDC	NDUFV1	3	2619	4.044616559694588e-06	8.12
PRKDC	ARSG	3	89	7.67390745164879e-07	8.12
PRKDC	RNU4-1	3	318	7.220189563318326e-07	8.12
PRKDC	SLC6A11	3	1652	4.136402216601311e-06	8.12
PRKDC	GNRH1	3	4461	3.978301767446417e-06	8.12
PRKDC	SNRPA1	3	116	5.984462880709621e-07	8.12
PRKDC	DAAM2	2	13	4.297793146627028e-05	8.12
PRKDC	PCBD1	3	3	1.0591644505813594e-07	8.12
PRKDC	ECI1	3	24	6.251677527081416e-07	8.12
PRKDC	RPS10	3	28	7.271490738540369e-08	8.12
PRKDC	CYP4A11	3	4819	5.313148080005905e-06	8.12
PRKDC	ACO1	3	123	1.8088449764019938e-06	8.12
PRKDC	QPRT	3	61	2.195243584844022e-06	8.12
PRKDC	TRPM6	3	170	2.32681970335654e-06	8.12
PRKDC	GNAO1	2	5	3.169408297527557e-06	8.12
PRKDC	SOX2	2	17	4.0843785553900244e-05	8.12
PRKDC	COL4A4	2	21	2.5586200429575747e-05	8.12
PRKDC	BCL6	2	25	0.00016386024570082486	8.12
PRKDC	LLGL2	2	19	4.023130574329217e-05	8.12
PRKDC	F2RL3	3	8119	5.051644597405359e-06	8.12
PRKDC	RPS15A	3	28	7.271490738540369e-08	8.12
PRKDC	NXT2	3	1251	2.459521773017167e-06	8.12
PRKDC	GSK3A	2	1	1.2330973185065711e-06	8.12
PRKDC	NDUFB10	3	2619	4.044616559694588e-06	8.12
PRKDC	IL17C	2	5	8.537905524518268e-06	8.12
PRKDC	MAT2A	3	28	6.329412680219872e-07	8.12
PRKDC	CPLX3	3	85	6.93099896270912e-07	8.12
PRKDC	TNFSF13	2	3	4.708734518754861e-06	8.12
PRKDC	AVPR1B	3	7171	4.9527101383483865e-06	8.12
PRKDC	OR52N2	3	1212	9.157559897045505e-07	8.12
PRKDC	PSMD8	3	28	1.0639409682017525e-06	8.12
PRKDC	NMRK1	3	61	2.195243584844022e-06	8.12
PRKDC	PPARGC1A	2	10	1.6546007744351056e-05	8.12
PRKDC	BABAM1	2	3	0.00014826174134602662	8.12
PRKDC	BBOX1	3	32	1.1034845203987997e-06	8.12
PRKDC	PAFAH1B2	3	111	8.874798014608353e-07	8.12
PRKDC	MAP4K3	2	9	1.950193762815711e-05	8.12
PRKDC	TGFBR2	2	62	5.408455291177759e-05	8.12
PRKDC	KCNK2	3	2244	1.1552018681930676e-05	8.12
PRKDC	GDF11	2	3	5.117478834618998e-06	8.12
PRKDC	NUDT12	3	134	1.4296657305129359e-06	8.12
PRKDC	CHMP1B	2	3	3.933071644132231e-06	8.12
PRKDC	PCGF2	2	5	1.8127135351923274e-05	8.12
PRKDC	VNN3	4	2036	2.1630628319243003e-07	8.12
PRKDC	XCL2	2	4	4.418287016676258e-06	8.12
PRKDC	EDA	2	5	8.53992185128075e-06	8.12
PRKDC	PIAS2	2	26	9.495461290866729e-05	8.12
PRKDC	SEMA3F	2	2	6.883342520474489e-06	8.12
PRKDC	OR2D3	3	1212	9.157559897045505e-07	8.12
PRKDC	MALT1	2	4	1.2422985498799907e-05	8.12
PRKDC	THSD4	2	17	0.00016581798419477317	8.12
PRKDC	GIP	2	2	1.938412750103705e-06	8.12
PRKDC	FXYD4	2	1	7.69704433497537e-05	8.12
PRKDC	FLT1	2	32	2.6314191087266045e-05	8.12
PRKDC	ME2	3	137	2.749000002551058e-06	8.12
PRKDC	KLHL13	2	19	0.00018079491285784524	8.12
PRKDC	DCN	2	17	0.00016581798419477317	8.12
PRKDC	PDE6D	3	622	2.67779324866611e-06	8.12
PRKDC	PSMA5	3	28	1.0639409682017525e-06	8.12
PRKDC	MCL1	2	27	3.334680981795042e-05	8.12
PRKDC	PTCH1	2	7	9.408450482717808e-06	8.12
PRKDC	P2RY8	3	683	8.595698791264664e-07	8.12
PRKDC	AP1S2	3	89	7.67390745164879e-07	8.12
PRKDC	CYCS	2	23	0.00012257458971051533	8.12
PRKDC	HSPA4	2	3	9.658505653941603e-06	8.12
PRKDC	ACP1	2	4	2.4169704689526572e-05	8.12
PRKDC	TFDP1	1	1	0.005025125628140704	8.12
PRKDC	PSMC1	3	28	1.0639409682017525e-06	8.12
PRKDC	DNAJC5	2	3	1.2398742241998359e-05	8.12
PRKDC	PGAM5	3	5002	1.0523627207846118e-05	8.12
PRKDC	CXCL13	2	4	4.418287016676258e-06	8.12
PRKDC	OR5B21	3	1212	9.157559897045505e-07	8.12
PRKDC	CD55	2	1	2.6855731012998174e-05	8.12
PRKDC	GLI1	2	6	1.1521676475827166e-05	8.12
PRKDC	HNRNPA1L2	3	116	5.984462880709621e-07	8.12
PRKDC	TAAR8	3	683	8.595698791264664e-07	8.12
PRKDC	PANK2	4	2036	2.1630628319243003e-07	8.12
PRKDC	CPLX1	3	85	6.93099896270912e-07	8.12
PRKDC	PTPRF	2	5	7.4555345190095854e-06	8.12
PRKDC	OR56A3	3	1212	9.157559897045505e-07	8.12
PRKDC	ABI2	3	4144	8.15352279451132e-06	8.12
PRKDC	BAG2	2	3	1.2398742241998359e-05	8.12
PRKDC	DDO	3	73	7.864118695693263e-07	8.12
PRKDC	NADK	3	61	2.195243584844022e-06	8.12
PRKDC	ADGRB1	2	23	0.00032219606438192597	8.12
PRKDC	ATP6V0B	3	1117	1.928327283167651e-06	8.12
PRKDC	NOX1	2	2	7.96415991120304e-06	8.12
PRKDC	STAG2	1	1	0.00819672131147541	8.12
PRKDC	CHRNA3	3	4341	3.478828072105567e-06	8.12
PRKDC	GABRR1	3	3336	2.6448576545206286e-06	8.12
PRKDC	CDIPT	3	1845	3.725551791570164e-06	8.12
PRKDC	OR4F29	3	1212	9.157559897045505e-07	8.12
PRKDC	GLRB	3	683	8.595698791264664e-07	8.12
PRKDC	OAT	3	44	4.638602315525878e-07	8.12
PRKDC	WEE1	1	1	0.00819672131147541	8.12
PRKDC	MT1HL1	3	170	2.32681970335654e-06	8.12
PRKDC	IMMP2L	3	21	1.2921684689893983e-06	8.12
PRKDC	GNAI3	2	39	3.670983493644768e-05	8.12
PRKDC	RPS27L	3	28	7.271490738540369e-08	8.12
PRKDC	ELN	3	472	3.2157854391728506e-06	8.12
PRKDC	CACNB4	2	11	1.3156377012369304e-05	8.12
PRKDC	SMAD2	1	1	0.0011534025374855825	8.12
PRKDC	RNA5S15	3	88	2.2764102017475212e-07	8.12
PRKDC	SLC25A6	2	43	8.899515958784871e-05	8.12
PRKDC	SLX1A	2	1	2.8447883477469277e-05	8.12
PRKDC	PDE9A	3	622	2.67779324866611e-06	8.12
PRKDC	ORC3	1	1	0.00819672131147541	8.12
PRKDC	FAF1	3	2433	1.0014938830860991e-05	8.12
PRKDC	EDEM2	2	3	1.2398742241998359e-05	8.12
PRKDC	AURKA	2	47	0.0004374524071538693	8.12
PRKDC	FTH1	2	1	1.786556519502051e-06	8.12
PRKDC	SDHB	3	123	5.204210486684003e-07	8.12
PRKDC	PAPSS2	3	622	2.261649703265295e-06	8.12
PRKDC	TRHR	3	3973	3.984042948383e-06	8.12
PRKDC	SMYD2	3	32	1.1034845203987997e-06	8.12
PRKDC	PEX14	3	73	1.116510679018179e-06	8.12
PRKDC	CXCR6	2	4	4.418287016676258e-06	8.12
PRKDC	CFL1	2	2	3.0940276985971187e-06	8.12
PRKDC	SH2D1B	3	3391	1.2954479479384307e-05	8.12
PRKDC	ALDH3B1	3	406	1.794698943017874e-06	8.12
PRKDC	ENTPD5	3	622	2.2314943738884206e-06	8.12
PRKDC	FAAP100	2	1	2.8447883477469277e-05	8.12
PRKDC	PARVA	2	4	8.952682332981317e-06	8.12
PRKDC	SRSF5	3	116	5.984462880709621e-07	8.12
PRKDC	SEMA6B	2	2	6.883342520474489e-06	8.12
PRKDC	FOS	2	21	1.216502390101922e-05	8.12
PRKDC	PGM2	3	1056	2.4998362330450844e-06	8.12
PRKDC	OR9A4	3	1212	9.157559897045505e-07	8.12
PRKDC	PLAT	2	4	9.604553111608452e-06	8.12
PRKDC	DEFA5	2	1	3.361367135241245e-06	8.12
PRKDC	NDUFS8	3	2619	4.044616559694588e-06	8.12
PRKDC	ACE2	3	477	2.803575474432112e-06	8.12
PRKDC	FBXO5	2	41	0.0004748592132461409	8.12
PRKDC	EHD4	2	3	6.2833217729429554e-06	8.12
PRKDC	ITPA	3	622	1.7804476387407603e-06	8.12
PRKDC	TAC4	3	683	8.595698791264664e-07	8.12
PRKDC	CLDN16	2	3	6.911071494315986e-06	8.12
PRKDC	DCT	2	3	1.0246489119728555e-05	8.12
PRKDC	GMPS	3	622	1.7804476387407603e-06	8.12
PRKDC	UBQLN2	2	3	1.2398742241998359e-05	8.12
PRKDC	THOC1	3	318	7.220189563318326e-07	8.12
PRKDC	TAS2R45	3	600	2.7663543052077107e-06	8.12
PRKDC	ESAM	3	2392	5.8256011421291605e-06	8.12
PRKDC	TTK	1	1	0.00819672131147541	8.12
PRKDC	PLXNC1	2	2	6.883342520474489e-06	8.12
PRKDC	CFHR2	3	153	1.9458038435476154e-06	8.12
PRKDC	CCR8	2	4	4.418287016676258e-06	8.12
PRKDC	CD1A	2	4	2.7141206856461135e-05	8.12
PRKDC	TRA2A	3	116	5.984462880709621e-07	8.12
PRKDC	GRIN1	2	3	2.212172346769877e-06	8.12
PRKDC	DHFR2	3	3	6.05236828903634e-08	8.12
PRKDC	GALNT5	3	12	1.424631706321847e-06	8.12
PRKDC	CYP26A1	3	7	6.646478429262061e-08	8.12
PRKDC	PIK3C2G	3	1730	6.258875042095242e-06	8.12
PRKDC	TRPC1	2	2	2.959504755179853e-06	8.12
PRKDC	NARS1	4	14	1.532115832729632e-09	8.12
PRKDC	BCO1	3	7	6.646478429262061e-08	8.12
PRKDC	AP2B1	2	3	4.391185102681723e-06	8.12
PRKDC	CYBA	2	3	3.1589937252587175e-06	8.12
PRKDC	DDX6	3	50	7.018458454397713e-07	8.12
PRKDC	VAMP8	3	3476	8.567457096468658e-06	8.12
PRKDC	MPV17L	3	73	1.116510679018179e-06	8.12
PRKDC	LAP3	3	95	1.18633894665509e-06	8.12
PRKDC	COL6A3	2	21	2.5586200429575747e-05	8.12
PRKDC	EIF5B	3	202	7.219685907510985e-07	8.12
PRKDC	ENTPD4	3	711	1.5719795450301988e-06	8.12
PRKDC	FAR1	3	73	1.116510679018179e-06	8.12
PRKDC	SEMA3G	2	2	6.883342520474489e-06	8.12
PRKDC	TK2	3	46	6.914926571846586e-07	8.12
PRKDC	KRT33A	3	4157	1.1914266791314406e-05	8.12
PRKDC	CYTH3	2	3	4.155099882107437e-06	8.12
PRKDC	OR2A4	3	1212	9.157559897045505e-07	8.12
PRKDC	MYC	1	1	0.0008665511265164644	8.12
PRKDC	MED17	2	9	5.738186630688581e-05	8.12
PRKDC	HPGDS	3	164	8.615026497065683e-07	8.12
PRKDC	GNGT1	2	25	1.7339424619770315e-05	8.12
PRKDC	OR9G4	3	1212	9.157559897045505e-07	8.12
PRKDC	INPP5D	2	1	1.3378391756770136e-06	8.12
PRKDC	ADCY3	2	56	3.645047043620301e-05	8.12
PRKDC	LMO7	2	4	3.1633878196586246e-05	8.12
PRKDC	FGF5	2	29	2.427227892635899e-05	8.12
PRKDC	TSPO	3	683	8.595698791264664e-07	8.12
PRKDC	TICAM2	2	2	5.481294390721913e-06	8.12
PRKDC	WNT7B	2	24	3.0089340204509233e-05	8.12
PRKDC	KCNJ10	3	2244	1.1552018681930676e-05	8.12
PRKDC	PLA2G4A	2	12	7.099844290657973e-06	8.12
PRKDC	QDPR	3	3	1.0591644505813594e-07	8.12
PRKDC	SLC30A1	3	170	2.32681970335654e-06	8.12
PRKDC	LTB4R	3	683	8.595698791264664e-07	8.12
PRKDC	MUC5AC	2	2	1.6735944337754293e-05	8.12
PRKDC	PIGK	4	39	1.9210974625559892e-08	8.12
PRKDC	MYH15	2	3	1.4111828620130248e-05	8.12
PRKDC	NLRP1	2	1	3.361367135241245e-06	8.12
PRKDC	PDGFB	2	32	2.1892739523994962e-05	8.12
PRKDC	UROC1	3	2	4.2857185714328574e-08	8.12
PRKDC	PANK3	4	2036	2.1630628319243003e-07	8.12
PRKDC	ETS1	2	44	0.0001401044429179522	8.12
PRKDC	PPP1R3C	2	1	2.6052657631605e-06	8.12
PRKDC	RPL36A	3	28	7.271490738540369e-08	8.12
PRKDC	SCRIB	2	19	4.023130574329217e-05	8.12
PRKDC	CXCR4	2	8	3.7234789729462256e-06	8.12
PRKDC	MARCO	3	993	4.705389807941489e-06	8.12
PRKDC	PIGO	4	39	1.9210974625559892e-08	8.12
PRKDC	ACTC1	3	4409	1.0295941075999977e-05	8.12
PRKDC	ECHS1	3	153	9.197342415425806e-07	8.12
PRKDC	ADRA2B	3	5236	5.034042796761126e-06	8.12
PRKDC	RLN1	3	683	8.595698791264664e-07	8.12
PRKDC	GSN	3	4821	7.412541749134069e-06	8.12
PRKDC	NMUR2	3	683	8.595698791264664e-07	8.12
PRKDC	STAG3	2	41	0.0004748592132461409	8.12
PRKDC	GEMIN7	3	202	7.219685907510985e-07	8.12
PRKDC	TFDP2	1	1	0.00819672131147541	8.12
PRKDC	CD14	2	11	1.7945965196272145e-05	8.12
PRKDC	AXIN2	2	23	3.827213233977015e-05	8.12
