Target_gene	Vulnerability_gene	Length_of_shortest_path	Number_of_shortest_paths	TVIS_score	DGIdb_interaction_score
PRKDC	OAS2	2	1	3.361367135241245e-06	8.12
PRKDC	FGD1	3	4144	8.15352279451132e-06	8.12
PRKDC	CYP2C18	3	2214	4.371572673486923e-06	8.12
PRKDC	BMP5	2	27	4.539054678218552e-05	8.12
PRKDC	RPS4X	3	28	7.271490738540369e-08	8.12
PRKDC	OR11H12	3	1212	9.157559897045505e-07	8.12
PRKDC	CPB2	3	1761	3.496738715238335e-06	8.12
PRKDC	OR13A1	3	1212	9.157559897045505e-07	8.12
PRKDC	FBXO32	2	25	0.00016386024570082486	8.12
PRKDC	SETD1A	3	32	1.1034845203987997e-06	8.12
PRKDC	PRODH2	3	44	4.638602315525878e-07	8.12
PRKDC	DLAT	3	387	3.148242690202842e-06	8.12
PRKDC	CYP27C1	3	7	6.646478429262061e-08	8.12
PRKDC	TK1	3	46	6.914926571846586e-07	8.12
PRKDC	COX7A2	3	475	1.4426224498879308e-06	8.12
PRKDC	APOA4	3	16	2.987905628373245e-07	8.12
PRKDC	KIR2DS1	3	3785	1.061553536583219e-05	8.12
PRKDC	SMOX	3	51	4.3385104390021175e-07	8.12
PRKDC	PNPLA6	3	115	4.7506577580499767e-07	8.12
PRKDC	H2AC15	3	2433	1.0014938830860991e-05	8.12
PRKDC	MCOLN1	3	89	7.67390745164879e-07	8.12
PRKDC	AK7	3	626	2.6075865295340343e-06	8.12
PRKDC	EIF4A1	3	202	7.219685907510985e-07	8.12
PRKDC	MAPK6	2	2	1.6735944337754293e-05	8.12
PRKDC	DHX15	3	116	5.984462880709621e-07	8.12
PRKDC	SCD5	2	3	1.4567910380828755e-05	8.12
PRKDC	OR10AD1	3	1212	9.157559897045505e-07	8.12
PRKDC	RPS7	3	28	7.271490738540369e-08	8.12
PRKDC	MAGI3	3	6315	1.1792947070758592e-05	8.12
PRKDC	NCOR2	2	4	9.102744811112666e-05	8.12
PRKDC	TALDO1	3	57	2.257405521948521e-06	8.12
PRKDC	ROR2	2	13	4.297793146627028e-05	8.12
PRKDC	KCNE2	3	2244	1.1552018681930676e-05	8.12
PRKDC	PIP5K1B	2	3	2.4652267243125464e-06	8.12
PRKDC	IFNA1	2	26	1.6320211714207292e-05	8.12
PRKDC	BRK1	3	4144	8.15352279451132e-06	8.12
PRKDC	GUCY2C	3	622	2.67779324866611e-06	8.12
PRKDC	RCE1	3	3	3.536920549191597e-07	8.12
PRKDC	PIGY	4	39	1.9210974625559892e-08	8.12
PRKDC	OR10H2	3	1212	9.157559897045505e-07	8.12
PRKDC	LARGE1	4	632	2.0278809247288962e-07	8.12
PRKDC	MCHR2	3	683	8.595698791264664e-07	8.12
PRKDC	MEF2C	2	14	1.5505158340812336e-05	8.12
PRKDC	VIPR1	3	683	8.595698791264664e-07	8.12
PRKDC	ATXN3	2	3	1.2398742241998359e-05	8.12
PRKDC	ADCY2	2	56	4.52566862078386e-05	8.12
PRKDC	SLC52A3	3	1	5.3843847672739676e-08	8.12
PRKDC	EHHADH	3	404	1.2977708857115899e-06	8.12
PRKDC	PSMC6	3	28	1.0639409682017525e-06	8.12
PRKDC	ENAH	2	2	2.6810393186968467e-06	8.12
PRKDC	ITPK1	3	1730	6.258875042095242e-06	8.12
PRKDC	PTK2	2	22	1.7437537004426487e-05	8.12
PRKDC	TCL1B	2	21	3.9114536288891664e-05	8.12
PRKDC	SRD5A3	3	45	7.717492805380749e-07	8.12
PRKDC	TRPM7	2	44	0.00010434604922138628	8.12
PRKDC	CRNKL1	3	116	5.984462880709621e-07	8.12
PRKDC	COX7A1	3	475	1.4426224498879308e-06	8.12
PRKDC	LIMK2	2	2	3.0940276985971187e-06	8.12
PRKDC	ST8SIA1	4	1575	1.1046468520230688e-07	8.12
PRKDC	TAS2R30	3	600	2.7663543052077107e-06	8.12
PRKDC	RASGRP3	2	11	1.3372672128756162e-05	8.12
PRKDC	FMO5	3	9	7.676782175031236e-08	8.12
PRKDC	SNAI2	2	19	5.2923846516067226e-05	8.12
PRKDC	GALNT12	3	12	1.424631706321847e-06	8.12
PRKDC	ACHE	3	3819	6.1689591188979895e-06	8.12
PRKDC	PROC	3	153	1.9458038435476154e-06	8.12
PRKDC	OR10J3	3	1212	9.157559897045505e-07	8.12
PRKDC	STX11	4	16335	7.240598186435046e-07	8.12
PRKDC	MAP3K2	2	10	1.8274564092014752e-05	8.12
PRKDC	DHRS9	3	7	6.646478429262061e-08	8.12
PRKDC	BMP15	2	3	4.3995041921500645e-06	8.12
PRKDC	PTH	3	1364	1.36512013230757e-06	8.12
PRKDC	TXNDC12	3	51	1.7712245339978195e-06	8.12
PRKDC	OR13C2	3	1212	9.157559897045505e-07	8.12
PRKDC	PSMB3	3	28	1.0639409682017525e-06	8.12
PRKDC	OR4A47	3	1212	9.157559897045505e-07	8.12
PRKDC	MYL3	2	4	7.5862049939516035e-06	8.12
PRKDC	CASP1	2	1	1.928476657718535e-06	8.12
PRKDC	KAT6A	2	5	1.8127135351923274e-05	8.12
PRKDC	MAPK3	2	92	4.912929796384137e-05	8.12
PRKDC	RPL22L1	3	28	7.271490738540369e-08	8.12
PRKDC	HSPH1	2	3	1.2398742241998359e-05	8.12
PRKDC	CTSZ	2	5	1.46441471937037e-05	8.12
PRKDC	MC4R	3	683	8.595698791264664e-07	8.12
PRKDC	RPS6KB1	2	41	3.760246091728941e-05	8.12
PRKDC	RRM1	3	627	1.5331425601000107e-06	8.12
PRKDC	RP9	3	116	5.984462880709621e-07	8.12
PRKDC	SMAD7	2	27	9.985920292080813e-05	8.12
PRKDC	FST	2	17	0.00016581798419477317	8.12
PRKDC	PIPOX	3	113	9.410808634656747e-07	8.12
PRKDC	NUP62	3	202	7.219685907510985e-07	8.12
PRKDC	MTHFD1	4	1428	2.188300149280546e-07	8.12
PRKDC	GRIN2B	2	4	2.6882785372870867e-06	8.12
PRKDC	CD58	3	703	4.317180558209744e-06	8.12
PRKDC	WDR59	2	2	9.668404363894354e-06	8.12
PRKDC	IL10	2	29	4.2846252202318555e-05	8.12
PRKDC	TAF4B	2	2	0.00011745360582569885	8.12
PRKDC	MTNR1A	3	3506	3.159412339035339e-06	8.12
PRKDC	GNGT2	2	25	1.7660525075691985e-05	8.12
PRKDC	DHRS4L1	3	80	6.490244930102253e-07	8.12
PRKDC	PLOD1	3	32	1.1034845203987997e-06	8.12
PRKDC	PAPSS1	3	622	2.261649703265295e-06	8.12
PRKDC	WNT10A	2	24	3.0089340204509233e-05	8.12
PRKDC	FNIP1	2	2	9.668404363894354e-06	8.12
PRKDC	SIL1	2	3	1.2398742241998359e-05	8.12
PRKDC	PSMD14	3	28	1.0639409682017525e-06	8.12
PRKDC	ABAT	3	1638	3.2171051820718356e-06	8.12
PRKDC	LAMB4	2	21	2.9982067463731936e-05	8.12
PRKDC	MAP1LC3A	2	1	1.1471573441013169e-05	8.12
PRKDC	GDF15	2	3	5.117478834618998e-06	8.12
PRKDC	RNA5S5	3	88	2.2764102017475212e-07	8.12
PRKDC	RRP7A	3	60	4.248525927830436e-07	8.12
PRKDC	CAMP	2	1	2.3053054299164095e-06	8.12
PRKDC	RYR1	2	5	7.184840594098927e-06	8.12
PRKDC	NOD1	2	1	3.361367135241245e-06	8.12
PRKDC	PIP5KL1	2	3	4.891446696658123e-06	8.12
PRKDC	CSAD	4	4595	8.690440705580911e-07	8.12
PRKDC	NLRC4	2	1	3.361367135241245e-06	8.12
PRKDC	ATRIP	2	1	2.8447883477469277e-05	8.12
PRKDC	GCLM	2	1	3.253132766854481e-06	8.12
PRKDC	UGT2A1	3	69	4.948996336918375e-07	8.12
PRKDC	ABCB8	3	10	1.814100768325171e-07	8.12
PRKDC	DNASE2B	3	89	7.67390745164879e-07	8.12
PRKDC	SEC24B	2	3	1.2398742241998359e-05	8.12
PRKDC	UBE2E2	2	19	0.00018079491285784524	8.12
PRKDC	TDG	2	3	0.0006682308828001545	8.12
PRKDC	PPP2CB	2	69	7.849222313009915e-05	8.12
PRKDC	OR10K2	3	1212	9.157559897045505e-07	8.12
PRKDC	ABCC1	2	1	2.3691292976005457e-06	8.12
PRKDC	UBE2F	2	19	0.00018079491285784524	8.12
PRKDC	MAN1A2	2	3	9.729156591807324e-06	8.12
PRKDC	LDHAL6B	2	5	9.947416178700666e-06	8.12
PRKDC	CPT1B	2	5	1.3295468398084954e-05	8.12
PRKDC	ELK4	2	9	1.950193762815711e-05	8.12
PRKDC	TP53AIP1	2	23	0.00012257458971051533	8.12
PRKDC	RSPO4	2	13	4.297793146627028e-05	8.12
PRKDC	LPIN2	3	115	3.5910483840377754e-07	8.12
PRKDC	NEU2	3	32	6.657307049978943e-07	8.12
PRKDC	SEC24C	2	3	1.2398742241998359e-05	8.12
PRKDC	SLC6A2	3	85	6.93099896270912e-07	8.12
PRKDC	NAGS	3	40	8.301558871789544e-07	8.12
PRKDC	NXF1	3	1251	2.459521773017167e-06	8.12
PRKDC	OR2T34	3	1212	9.157559897045505e-07	8.12
PRKDC	GALNT18	3	12	1.424631706321847e-06	8.12
PRKDC	THRA	2	9	1.508691765821492e-05	8.12
PRKDC	EFNB1	2	2	6.883342520474489e-06	8.12
PRKDC	EDC4	3	50	7.018458454397713e-07	8.12
PRKDC	CAMK1	2	2	2.895443646154739e-06	8.12
PRKDC	ALG12	3	39	1.1361919278545422e-06	8.12
PRKDC	DYNC1LI2	3	1581	4.927371749971527e-06	8.12
PRKDC	ENPP4	3	622	2.67779324866611e-06	8.12
PRKDC	MED16	2	9	5.738186630688581e-05	8.12
PRKDC	VDAC2	2	44	7.17852356036823e-05	8.12
PRKDC	CXCL9	2	4	3.931607453284272e-06	8.12
PRKDC	GFPT2	3	32	3.432149903052152e-07	8.12
PRKDC	NRG1	2	5	3.673804176057694e-05	8.12
PRKDC	STAR	3	2934	8.893287014480729e-06	8.12
PRKDC	BAK1	2	8	1.9829508850204715e-05	8.12
PRKDC	PTPN6	2	11	1.4034493458716466e-05	8.12
PRKDC	PNLDC1	3	50	7.018458454397713e-07	8.12
PRKDC	NDUFB8	3	2619	4.044616559694588e-06	8.12
PRKDC	CDC5L	3	116	5.984462880709621e-07	8.12
PRKDC	TNFSF18	2	3	5.117478834618998e-06	8.12
PRKDC	OR10A3	3	1212	9.157559897045505e-07	8.12
PRKDC	NDUFB6	3	2619	4.044616559694588e-06	8.12
PRKDC	THOP1	3	6	1.2485523137447022e-06	8.12
PRKDC	TAS2R38	3	600	2.7663543052077107e-06	8.12
PRKDC	VPS37A	2	3	6.2833217729429554e-06	8.12
PRKDC	PGM3	3	32	6.025329829802663e-07	8.12
PRKDC	THBS1	2	49	5.4503150106443385e-05	8.12
PRKDC	OR1L4	3	1212	9.157559897045505e-07	8.12
PRKDC	GDF9	2	3	5.117478834618998e-06	8.12
PRKDC	ADAM17	2	4	9.102744811112666e-05	8.12
PRKDC	ROCK2	2	17	8.446081856695303e-06	8.12
PRKDC	OR2T1	3	1212	9.157559897045505e-07	8.12
PRKDC	MTMR8	3	1730	6.258875042095242e-06	8.12
PRKDC	GNPDA2	3	32	6.025329829802663e-07	8.12
PRKDC	PLCH1	3	557	3.618071432500989e-06	8.12
PRKDC	OR8U8	3	1212	9.157559897045505e-07	8.12
PRKDC	FGF6	2	29	2.427227892635899e-05	8.12
PRKDC	UPF2	3	1191	3.1023642262781997e-06	8.12
PRKDC	OR4Q3	3	1212	9.157559897045505e-07	8.12
PRKDC	NUP107	3	202	7.219685907510985e-07	8.12
PRKDC	GLO1	3	137	2.749000002551058e-06	8.12
PRKDC	ADRA1A	2	3	3.851724995978283e-06	8.12
PRKDC	S100A8	2	2	1.6735944337754293e-05	8.12
PRKDC	OR13C9	3	1212	9.157559897045505e-07	8.12
PRKDC	KLRK1	3	3391	1.2954479479384307e-05	8.12
PRKDC	TAAR2	3	683	8.595698791264664e-07	8.12
PRKDC	OR52D1	3	1212	9.157559897045505e-07	8.12
PRKDC	PLA2G15	3	204	6.351403423955505e-07	8.12
PRKDC	ABCA1	3	25	2.9562865801929367e-07	8.12
PRKDC	ELOVL3	3	31	9.990564144146325e-07	8.12
PRKDC	PLIN1	2	4	8.687936009670716e-06	8.12
PRKDC	AP2S1	2	3	4.391185102681723e-06	8.12
PRKDC	KIR2DS3	3	3785	1.061553536583219e-05	8.12
PRKDC	PPP2R1B	2	69	7.849222313009915e-05	8.12
PRKDC	LAPTM5	3	89	7.67390745164879e-07	8.12
PRKDC	MAP1LC3B	2	1	1.1471573441013169e-05	8.12
PRKDC	CISH	2	8	1.904870282679741e-05	8.12
PRKDC	ATP1B3	2	10	1.1096411783673227e-05	8.12
PRKDC	RPL34	3	28	7.271490738540369e-08	8.12
PRKDC	NPW	3	683	8.595698791264664e-07	8.12
PRKDC	RPS23	3	28	7.271490738540369e-08	8.12
PRKDC	MAGI2	2	21	2.927281425491248e-05	8.12
PRKDC	MAP3K8	2	11	1.4412352535613208e-05	8.12
PRKDC	FOSB	2	4	1.3326183462795727e-05	8.12
PRKDC	CCNH	1	1	0.005050505050505051	8.12
PRKDC	CYP2A6	3	55	5.291484692381747e-07	8.12
PRKDC	RAB7B	3	993	4.705389807941489e-06	8.12
PRKDC	DVL2	2	26	3.444495724107549e-05	8.12
PRKDC	MYLPF	2	4	4.60695059044662e-06	8.12
PRKDC	GPD1L	3	115	4.7506577580499767e-07	8.12
PRKDC	TNFSF15	2	3	5.117478834618998e-06	8.12
PRKDC	AQP3	3	600	5.0216188808407795e-06	8.12
PRKDC	SLC11A1	3	89	7.67390745164879e-07	8.12
PRKDC	BHMT2	3	28	6.329412680219872e-07	8.12
PRKDC	RDH5	3	7	6.646478429262061e-08	8.12
PRKDC	FARSA	4	14	1.532115832729632e-09	8.12
PRKDC	RXFP1	3	683	8.595698791264664e-07	8.12
PRKDC	PIGR	2	1	1.0355182768975872e-05	8.12
PRKDC	HACD1	3	31	9.990564144146325e-07	8.12
PRKDC	OR2W3	3	1212	9.157559897045505e-07	8.12
PRKDC	ELAC1	3	202	7.219685907510985e-07	8.12
PRKDC	MAP2K4	2	13	1.62888914590636e-05	8.12
PRKDC	GMPPA	3	116	2.1964390080471563e-06	8.12
PRKDC	MRGPRD	3	6	1.2485523137447022e-06	8.12
PRKDC	OR9K2	3	1212	9.157559897045505e-07	8.12
PRKDC	DDX20	3	202	7.219685907510985e-07	8.12
PRKDC	OR6C76	3	1212	9.157559897045505e-07	8.12
PRKDC	BCAT1	3	35	3.1544861644494195e-07	8.12
PRKDC	UBE2A	2	19	0.00018079491285784524	8.12
PRKDC	DUSP5	2	9	1.950193762815711e-05	8.12
PRKDC	MED4	2	9	5.738186630688581e-05	8.12
PRKDC	PPP3CB	2	84	7.872606082181073e-05	8.12
PRKDC	KISS1	3	683	8.595698791264664e-07	8.12
PRKDC	PNPLA2	3	1889	6.382435426710429e-06	8.12
PRKDC	CDK2	1	1	0.00145985401459854	8.12
PRKDC	FHIT	3	622	2.67779324866611e-06	8.12
PRKDC	CDC27	1	1	0.002890173410404624	8.12
PRKDC	MRPS18A	3	28	7.271490738540369e-08	8.12
PRKDC	CBR4	3	21	1.549090372900233e-06	8.12
PRKDC	PLAAT3	2	1	2.19135815996038e-06	8.12
PRKDC	MICOS10-NBL1	2	17	0.00016581798419477317	8.12
PRKDC	POLR3D	3	761	3.667893142042712e-06	8.12
PRKDC	U2SURP	3	116	5.984462880709621e-07	8.12
PRKDC	WEE2	1	1	0.00819672131147541	8.12
PRKDC	SLC8A2	2	4	2.0896133516273877e-06	8.12
PRKDC	CARD9	2	1	3.361367135241245e-06	8.12
PRKDC	PTPRM	2	4	1.044225105518381e-05	8.12
PRKDC	GPRC6A	2	1	3.361367135241245e-06	8.12
PRKDC	IFITM1	2	1	4.62000462000462e-06	8.12
PRKDC	FRMD1	2	17	6.229969821829088e-05	8.12
PRKDC	MRPL4	3	28	7.271490738540369e-08	8.12
PRKDC	AKT1S1	2	6	1.791535292901921e-05	8.12
PRKDC	OR10K1	3	1212	9.157559897045505e-07	8.12
PRKDC	PRKCA	2	41	1.579318194627873e-05	8.12
PRKDC	SERPINB5	2	23	0.00032219606438192597	8.12
PRKDC	OR1G1	3	1212	9.157559897045505e-07	8.12
PRKDC	TGS1	3	202	7.219685907510985e-07	8.12
PRKDC	DUSP1	2	9	1.525554798331645e-05	8.12
PRKDC	PARP4	2	8	8.284534175725184e-05	8.12
PRKDC	HTR2A	2	1	1.94183806623998e-06	8.12
PRKDC	PIM1	2	7	2.143699625032877e-05	8.12
PRKDC	GABBR1	2	2	1.5242972989451862e-06	8.12
PRKDC	PPP1R12C	2	5	4.663077181890727e-06	8.12
PRKDC	CD1D	2	4	2.7141206856461135e-05	8.12
PRKDC	AARS2	4	14	1.532115832729632e-09	8.12
PRKDC	NCOA4	2	1	1.1471573441013169e-05	8.12
PRKDC	PDE2A	3	5399	3.3728301493567827e-06	8.12
PRKDC	CD1C	2	4	2.7141206856461135e-05	8.12
PRKDC	TUSC3	2	3	9.729156591807324e-06	8.12
PRKDC	GALNT11	3	12	1.424631706321847e-06	8.12
PRKDC	IDH2	3	221	1.527199862857165e-06	8.12
PRKDC	DPAGT1	3	39	1.3255572491636333e-06	8.12
PRKDC	CR1L	2	1	2.6855731012998174e-05	8.12
PRKDC	SACM1L	3	1730	6.258875042095242e-06	8.12
PRKDC	RAB10	2	6	1.2433282695488574e-05	8.12
PRKDC	CAB39	2	5	1.849497952382982e-05	8.12
PRKDC	ALDH9A1	3	526	1.3780561062452876e-06	8.12
PRKDC	COL3A1	3	3906	7.411786214373613e-06	8.12
PRKDC	COX6C	3	475	1.4426224498879308e-06	8.12
PRKDC	SOAT1	4	2467	1.9898880606571405e-07	8.12
PRKDC	TXNIP	2	1	3.361367135241245e-06	8.12
PRKDC	FKRP	4	632	2.0278809247288962e-07	8.12
PRKDC	GP6	3	4719	1.0725789632617935e-05	8.12
PRKDC	IDNK	3	57	2.257405521948521e-06	8.12
PRKDC	IL17RA	2	5	8.537905524518268e-06	8.12
PRKDC	POLR3C	3	761	3.667893142042712e-06	8.12
PRKDC	PLA2G4E	2	12	7.099844290657973e-06	8.12
PRKDC	GABRR3	3	3336	2.6448576545206286e-06	8.12
PRKDC	MDH2	3	166	1.1908525647099885e-06	8.12
PRKDC	CHRM3	3	9365	4.6374839331606035e-06	8.12
PRKDC	OLAH	3	21	1.549090372900233e-06	8.12
PRKDC	OR5F1	3	1212	9.157559897045505e-07	8.12
PRKDC	ARFGEF1	2	3	6.2833217729429554e-06	8.12
PRKDC	ELF5	2	3	1.8537007368943914e-05	8.12
PRKDC	NGF	2	30	1.900340628265534e-05	8.12
PRKDC	WASHC5	2	3	6.2833217729429554e-06	8.12
PRKDC	OR5H14	3	1212	9.157559897045505e-07	8.12
PRKDC	SSBP1	2	11	0.0004720568910056452	8.12
PRKDC	GABARAPL2	2	27	4.933741076983643e-05	8.12
PRKDC	CHDH	3	8	2.406894579602961e-07	8.12
PRKDC	NUP42	3	202	7.219685907510985e-07	8.12
PRKDC	EEA1	2	3	4.04632763388473e-06	8.12
PRKDC	OR2AT4	3	1212	9.157559897045505e-07	8.12
PRKDC	SNX2	2	3	6.2833217729429554e-06	8.12
PRKDC	UBE2T	2	1	2.8447883477469277e-05	8.12
PRKDC	RELA	2	58	3.9168890747408215e-05	8.12
PRKDC	SMC1A	1	1	0.004784688995215311	8.12
PRKDC	RFXAP	3	878	1.1405136297655012e-05	8.12
PRKDC	DIO1	2	9	5.738186630688581e-05	8.12
PRKDC	GRID1	3	683	8.595698791264664e-07	8.12
PRKDC	AKT2	2	81	4.829267054773533e-05	8.12
PRKDC	CAMKMT	3	32	1.1034845203987997e-06	8.12
PRKDC	ARNTL	2	4	1.5354155317342435e-05	8.12
PRKDC	SLC6A3	2	1	1.7238823208972463e-06	8.12
PRKDC	B3GALNT2	4	632	2.0278809247288962e-07	8.12
PRKDC	FLNB	2	13	1.7078074245143075e-05	8.12
PRKDC	ADCY10	2	6	7.077234693229374e-06	8.12
PRKDC	DDX3X	3	1512	9.250562530299143e-06	8.12
PRKDC	GP1BA	2	1	1.674873547047198e-05	8.12
PRKDC	GDF6	2	27	4.539054678218552e-05	8.12
PRKDC	COL9A3	2	21	2.5586200429575747e-05	8.12
PRKDC	GOT1	3	94	4.813917929024827e-07	8.12
PRKDC	ARAP3	2	5	4.3323147257178096e-06	8.12
PRKDC	POLB	2	3	0.0006682308828001545	8.12
PRKDC	BTC	2	5	3.673804176057694e-05	8.12
PRKDC	DHODH	3	46	1.3829853143693172e-06	8.12
PRKDC	MAD1L1	1	1	0.004291845493562232	8.12
PRKDC	CA8	4	13295	9.811208283342087e-07	8.12
PRKDC	PMS2	2	2	4.09709976189436e-05	8.12
PRKDC	SLC11A2	2	1	2.0562254281061343e-06	8.12
PRKDC	CACNB3	2	11	1.3156377012369304e-05	8.12
PRKDC	CACNA1F	2	13	7.837834683329779e-06	8.12
PRKDC	P2RX3	3	4082	3.6963883680488e-06	8.12
PRKDC	NRG4	2	5	3.673804176057694e-05	8.12
PRKDC	GHRHR	3	683	8.595698791264664e-07	8.12
PRKDC	SMC3	1	1	0.004784688995215311	8.12
PRKDC	KLK1	3	688	3.618524670093643e-06	8.12
PRKDC	GMPPB	3	116	2.1964390080471563e-06	8.12
PRKDC	ATXN1L	2	4	9.102744811112666e-05	8.12
PRKDC	KLKB1	3	153	1.9458038435476154e-06	8.12
PRKDC	CBL	2	26	5.180800763946321e-05	8.12
PRKDC	HACD4	3	31	9.990564144146325e-07	8.12
PRKDC	XCR1	2	4	4.418287016676258e-06	8.12
PRKDC	SSR4	2	3	1.2398742241998359e-05	8.12
PRKDC	LDHAL6A	2	5	9.947416178700666e-06	8.12
PRKDC	INHA	2	3	5.117478834618998e-06	8.12
PRKDC	OR52E2	3	1212	9.157559897045505e-07	8.12
PRKDC	PIK3R5	2	24	1.7913116118389175e-05	8.12
PRKDC	HNRNPCL1	3	116	5.984462880709621e-07	8.12
PRKDC	RNA5S10	3	88	2.2764102017475212e-07	8.12
PRKDC	NAPEPLD	3	2593	6.318601333578599e-06	8.12
PRKDC	CSN2	2	3	1.8537007368943914e-05	8.12
PRKDC	ACSM4	4	6928	4.1252809590352377e-07	8.12
PRKDC	HS6ST3	0	0	0	8.12
PRKDC	BUB1	1	1	0.004291845493562232	8.12
PRKDC	IL1RL1	2	3	5.117478834618998e-06	8.12
PRKDC	LARS1	4	14	1.532115832729632e-09	8.12
PRKDC	CARD14	2	2	1.6500391361760813e-05	8.12
PRKDC	CTNNB1	2	26	2.2186545400510098e-05	8.12
PRKDC	SH3GL1	2	3	6.2833217729429554e-06	8.12
PRKDC	TAS2R5	3	600	2.7663543052077107e-06	8.12
PRKDC	ATG5	2	2	3.2223742483437374e-06	8.12
PRKDC	MRPL11	3	28	7.271490738540369e-08	8.12
PRKDC	ITGB6	2	21	2.5207145608396845e-05	8.12
PRKDC	ACOT2	3	1174	5.726666958832389e-06	8.12
PRKDC	ANAPC13	1	1	0.002890173410404624	8.12
PRKDC	EIF2S2	3	202	7.219685907510985e-07	8.12
PRKDC	HCCS	3	7	2.549440745662108e-07	8.12
PRKDC	RB1CC1	2	1	5.068834776261633e-06	8.12
PRKDC	CRKL	2	17	1.1943148078942609e-05	8.12
PRKDC	BDH1	4	6928	4.1252809590352377e-07	8.12
PRKDC	HADH	3	113	8.232871787428608e-07	8.12
PRKDC	DYNC2LI1	3	600	5.0216188808407795e-06	8.12
PRKDC	ZMPSTE24	3	3	3.536920549191597e-07	8.12
PRKDC	FZD5	2	24	3.0089340204509233e-05	8.12
PRKDC	CTPS2	3	46	1.3829853143693172e-06	8.12
PRKDC	SIRT6	3	61	2.195243584844022e-06	8.12
PRKDC	NAPSA	3	89	7.67390745164879e-07	8.12
PRKDC	DPYSL2	2	2	6.883342520474489e-06	8.12
PRKDC	COL10A1	3	472	3.2157854391728506e-06	8.12
PRKDC	H2AC13	3	2433	1.0014938830860991e-05	8.12
PRKDC	MRPL19	3	28	7.271490738540369e-08	8.12
PRKDC	CUL7	2	19	0.00018079491285784524	8.12
PRKDC	ILK	2	5	6.333062941265105e-06	8.12
PRKDC	PPP1CB	2	82	8.72204194400587e-05	8.12
PRKDC	KRT31	3	4157	1.1914266791314406e-05	8.12
PRKDC	PAFAH1B3	3	111	8.874798014608353e-07	8.12
PRKDC	EPHX2	3	177	9.090626586555204e-07	8.12
PRKDC	VNN1	4	2036	2.1630628319243003e-07	8.12
PRKDC	GPD1	3	115	4.7506577580499767e-07	8.12
PRKDC	ALDH1A1	3	7	6.646478429262061e-08	8.12
PRKDC	TIGAR	3	108	4.364741693842221e-06	8.12
PRKDC	MAPKAPK2	2	47	0.00011139537214125599	8.12
PRKDC	PRICKLE2	2	13	4.297793146627028e-05	8.12
PRKDC	NFE2L2	2	3	1.2398742241998359e-05	8.12
PRKDC	GRK3	2	7	3.597830105275434e-06	8.12
PRKDC	MAP3K3	2	12	1.9435190506855858e-05	8.12
PRKDC	RNU1-3	3	318	7.220189563318326e-07	8.12
PRKDC	SCP2	3	325	1.7018580754130552e-06	8.12
PRKDC	PHYKPL	3	32	1.1034845203987997e-06	8.12
PRKDC	SLC7A11	2	1	1.1471573441013169e-05	8.12
PRKDC	SRP19	3	21	1.2921684689893983e-06	8.12
PRKDC	RNU1-2	3	318	7.220189563318326e-07	8.12
PRKDC	KRT36	3	4157	1.1914266791314406e-05	8.12
PRKDC	LARS2	4	14	1.532115832729632e-09	8.12
PRKDC	BCAR1	2	4	2.9791087008548466e-06	8.12
PRKDC	CGA	2	5	3.5318557448645004e-06	8.12
PRKDC	RBMXL1	3	116	5.984462880709621e-07	8.12
PRKDC	EIF4A3	3	1307	2.2887684259355273e-06	8.12
PRKDC	ACADL	3	261	2.0726500084480944e-06	8.12
PRKDC	OS9	2	3	1.2398742241998359e-05	8.12
PRKDC	HIPK4	2	43	0.0003111996344823499	8.12
PRKDC	CNOT6	3	50	7.018458454397713e-07	8.12
PRKDC	PIK3CD	2	82	4.68421642647662e-05	8.12
PRKDC	CYB5RL	3	32	6.025329829802663e-07	8.12
PRKDC	MRPL22	3	28	7.271490738540369e-08	8.12
PRKDC	PRDX1	3	73	1.116510679018179e-06	8.12
PRKDC	EDC3	3	50	7.018458454397713e-07	8.12
PRKDC	MAN2B1	3	89	7.142636935765409e-07	8.12
PRKDC	BCKDHB	3	51	8.024502769540795e-07	8.12
PRKDC	LIN52	2	43	0.0003111996344823499	8.12
PRKDC	STS	3	6	3.2673146651240844e-07	8.12
PRKDC	SLC1A5	3	472	3.2157854391728506e-06	8.12
PRKDC	ABCC10	3	10	1.814100768325171e-07	8.12
PRKDC	STXBP1	3	85	6.93099896270912e-07	8.12
PRKDC	MPI	3	116	2.1964390080471563e-06	8.12
PRKDC	LMNB2	2	5	2.6958543697499994e-05	8.12
PRKDC	COL5A3	3	472	3.2157854391728506e-06	8.12
PRKDC	BDH2	4	6928	4.1252809590352377e-07	8.12
PRKDC	PEX7	3	73	1.116510679018179e-06	8.12
PRKDC	YBX3	2	3	1.4111828620130248e-05	8.12
PRKDC	TNN	2	21	2.9982067463731936e-05	8.12
PRKDC	KRT25	3	4157	1.1914266791314406e-05	8.12
PRKDC	FMO1	3	9	7.676782175031236e-08	8.12
PRKDC	CD8A	2	3	1.5978362197517694e-05	8.12
PRKDC	AMY2A	3	2225	5.686647669693523e-06	8.12
PRKDC	SPCS2	3	21	1.2921684689893983e-06	8.12
PRKDC	SLC6A4	3	2270	4.371964389213604e-06	8.12
PRKDC	MTAP	3	28	6.329412680219872e-07	8.12
PRKDC	ADPGK	3	375	4.712692003253041e-06	8.12
PRKDC	MT1G	3	170	2.32681970335654e-06	8.12
